address,unit_number,price,city,state,zipcode,beds,baths,garage,property_size,lot_size,property_type,broker,date_scraped
2834 Curtis St,,749000,Denver,CO,80205,4,4,4,2670,6260,Single Family Home,Wisdom Real Estate  Inc.,2017-03-16
2835 W Parkside Pl,309,450000,Denver,CO,80221,2,2,1,1182,,Condo/Townhome/Row/H,RE/MAX OF CHERRY CREEK  INC.,2017-03-16
2835 W Parkside Pl,308,470000,Denver,CO,80221,2,2,1,1345,,Condo/Townhome/Row/H,RE/MAX OF CHERRY CREEK  INC.,2017-03-16
2835 W Parkside Pl,1,387000,Denver,CO,80221,2,2,1,1198,,Condo/Townhome/Row/H,RE/MAX OF CHERRY CREEK  INC.,2017-03-16
2835 W Parkside Pl,307,350000,Denver,CO,80221,2,2,1,864,,Condo/Townhome/Row/H,RE/MAX OF CHERRY CREEK  INC.,2017-03-16
2835 W Parkside Pl,209,435000,Denver,CO,80221,2,2,1,1196,,Condo/Townhome/Row/H,RE/MAX OF CHERRY CREEK  INC.,2017-03-16
2835 W Parkside Pl,203,360000,Denver,CO,80221,2,2,1,984,,Condo/Townhome/Row/H,RE/MAX OF CHERRY CREEK  INC.,2017-03-16
2835 W Parkside Pl,305,280000,Denver,CO,80221,1,1,1,683,,Condo/Townhome/Row/H,RE/MAX OF CHERRY CREEK  INC.,2017-03-16
2837 W 36th Ave,,599995,Denver,CO,80211,2,3,2,1791,3130,Single Family Home,Prestigio Real Estate And Appraisal,2017-03-16
2837 W 36th Ave,,599995,Denver,CO,80211,2,2.5,2,1791,3130,Single Family Home,Prestigio Real Estate And Appraisal,2017-03-16
2840 Syracuse Ct,,424500,Denver,CO,80238,3,3,2,2161,2160,Condo/Townhome/Row/H,REML1,2017-03-16
2841 W 52nd Ave,,485000,Denver,CO,80221,3,4,2,1993,,Condo/Townhome/Row/H,RE/MAX OF CHERRY CREEK  INC.,2017-03-16
285 Eudora St,,1850000,Denver,CO,80220,6,6,2,5324,6250,Single Family Home,Kentwood City Properties,2017-03-16
285 S Glencoe St,,835000,Denver,CO,80246,4,3,2,3311,6270,Single Family Home,American Home Agents,2017-03-16
2860 Albion St,,598000,Denver,CO,80207,4,3,2,2038,5950,Single Family Home,Cherry Creek Properties LLC,2017-03-16
2868 W 22nd Ave,,750000,Denver,CO,80211,4,5,2,2382,,Condo/Townhome/Row/H,RE/MAX Masters Millennium,2017-03-16
2875 Ivy St,,430000,Denver,CO,80207,4,2,2,1643,6250,Single Family Home,Your Castle Real Estate,2017-03-16
2883 Central Park Blvd,,410000,Denver,CO,80238,3,3,2,1542,2112,Single Family Home,PorchLight Real Estate Group,2017-03-16
2895 Grape St,,515000,Denver,CO,80207,5,2,2,2476,7500,Single Family Home,LIVE Urban Real Estate,2017-03-16
29 S Harrison St,,695000,Denver,CO,80209,3,4,2,2186,2292,Condo/Townhome/Row/H,Colorado And Company Real Estate  Inc,2017-03-16
2900 Inca St,12,725000,Denver,CO,80202,3,4,6,1952,,Condo/Townhome/Row/H,TRELORA,2017-03-16
2900 N Downing St,207,439900,Denver,CO,80205,2,2,2,1410,,Condo/Townhome/Row/H,REML1,2017-03-16
2901 S Steele St,,649900,Denver,CO,80210,4,3,2,2416,10454,Single Family Home,RE/MAX Alliance,2017-03-16
2905 N Eliot St,,12350000,Denver,CO,80211,46,36,37,31880,12632,Multi-Family,Real Estate Denver Team,2017-03-16
2907 S Fenton St,,399500,Denver,CO,80227,3,3,2,1792,9920,Single Family Home,Modern Real Estate,2017-03-16
2911 S Cook St,,535000,Denver,CO,80210,3,2,1,1776,8930,Single Family Home,Kentwood Company,2017-03-16
2915 W 27th Ave,,450000,Denver,CO,80211,2,1,,1448,5580,Single Family Home,Mb Arellano And Associates,2017-03-16
2917 W 25th Ave,,750000,Denver,CO,80211,2,1,2,605,3120,Single Family Home,Kentwood City Properties,2017-03-16
2917 W 25th Ave,,750000,Denver,CO,80211,,,,3120,,Land,Kentwood City Properties,2017-03-16
2929 W Floyd Ave,220,126900,Denver,CO,80236,2,1,1,920,,Condo/Townhome/Row/H,Mathisen Real Estate,2017-03-16
2930 N Gilpin St,,575500,Denver,CO,80205,3,3,2,2121,3120,Single Family Home,KELLER WILLIAMS REALTY DOWNTWN,2017-03-16
2930 W 21st Ave,,625000,Denver,CO,80211,4,2,2,1448,,Single Family Home,Mb Dokken Real Estate,2017-03-16
2955 Inca St,2P,380000,Denver,CO,80202,1,1,1,925,,Condo/Townhome/Row/H,Berkshire Hathaway HomeServices,2017-03-16
2955 Inca St,3H,400000,Denver,CO,80202,1,1,1,997,,Condo/Townhome/Row/H,TRELORA,2017-03-16
2960 Inca St,514,1230000,Denver,CO,80202,3,3,2,2161,,Condo/Townhome/Row/H,Gold Rock,2017-03-16
2985 Emporia St,,559900,Denver,CO,80238,4,4,2,2935,4056,Single Family Home,Coldwell Banker Residential Brokerage - Devonshire,2017-03-16
2985 W 46th Ave,,316749,Denver,CO,80211,3,2,2,1085,,Single Family Home,MADLOM REAL ESTATE,2017-03-16
2990 E 17th Ave,2602,2350000,Denver,CO,80206,3,4,3,3388,,Condo/Townhome/Row/H,HOME REAL ESTATE,2017-03-16
3 N Grant St,,995000,Denver,CO,80203,3,2,4,4826,6570,Multi-Family,Mb Metro Brokers Dtc,2017-03-16
30 Garfield St Ste C,,495000,Denver,CO,80206,2,3,1,1783,,Condo/Townhome/Row/H,Kentwood City Properties,2017-03-16
300 Jersey St,,1300000,Denver,CO,80220,7,4,2,4676,15246,Single Family Home,Cherry Creek Properties LLC,2017-03-16
300 Jersey St,,1300000,Denver,CO,80220,7,3.5,2,4676,15246,Single Family Home,Cherry Creek Properties LLC,2017-03-16
300 S Clinton St,7D,203000,Denver,CO,80247,2,2,1,1200,,Condo/Townhome/Row/H,RE/MAX Alliance,2017-03-16
300 S Clinton St,1A,175000,Denver,CO,80247,2,1,1,945,,Condo/Townhome/Row/H,LIV Sotheby's International Realty,2017-03-16
300 W 11th Ave,8C,340000,Denver,CO,80204,1,2,1,956,,Condo/Townhome/Row/H,BRADFORD REAL ESTATE,2017-03-16
300 W 11th Ave,9E,470000,Denver,CO,80204,3,2,2,1449,,Condo/Townhome/Row/H,RE/MAX Alliance,2017-03-16
3005 S Clayton St,,599000,Denver,CO,80210,3,2,2,1733,9000,Single Family Home,Kentwood Company,2017-03-16
3005 Welton St,,547500,Denver,CO,80205,2,3,2,1605,,Single Family Home,Clear Creek Real Estate Llc,2017-03-16
3007 Welton St,,522500,Denver,CO,80205,2,3,2,1514,,Single Family Home,Clear Creek Real Estate Llc,2017-03-16
301 S Vine St,,1485000,Denver,CO,80209,3,4,2,3958,12632,Single Family Home,LIV Sotheby's International Realty,2017-03-16
3010 N Ash St,,939900,Denver,CO,80207,5,4,3,3632,5662,Single Family Home,Modern Real Estate,2017-03-16
3013 Welton St,,497500,Denver,CO,80205,2,3,2,1490,,Single Family Home,Clear Creek Real Estate Llc,2017-03-16
302 S Vine St,,1050000,Denver,CO,80209,4,3,2,3335,12197,Single Family Home,Keller Williams Integrity Real Estate,2017-03-16
3020 Zuni St,5,635000,Denver,CO,80211,2,4,2,1554,,Condo/Townhome/Row/H,LIV Sotheby's International Realty,2017-03-16
3024 N Marion St,,675000,Denver,CO,80205,4,3,2,2390,3120,Single Family Home,Keller Williams Advantage Realty,2017-03-16
3030 N Wilson Ct,7,489000,Denver,CO,80205,3,3,2,1639,,Condo/Townhome/Row/H,Wild & Mild Homes LLC,2017-03-16
3036 N Wilson Ct,1,674000,Denver,CO,80205,4,5,2,2544,,Condo/Townhome/Row/H,Wild & Mild Homes LLC,2017-03-16
3036 S Golden Way,,299000,Denver,CO,80227,4,3,2,2348,8930,Single Family Home,RE/MAX Masters Millennium,2017-03-16
3038 N Wilson Ct,7,559000,Denver,CO,80205,3,4,2,1890,,Condo/Townhome/Row/H,Wild & Mild Homes LLC,2017-03-16
3038 N Wilson Ct,3,479000,Denver,CO,80205,3,3,2,1636,,Condo/Townhome/Row/H,Wild & Mild Homes LLC,2017-03-16
304 Garfield St,,1397000,Denver,CO,80206,3,5,2,4570,,Condo/Townhome/Row/H,LIV Sotheby's International Realty,2017-03-16
3041 N York St,,585000,Denver,CO,80205,3,4,4,2606,4690,Single Family Home,Cherry Creek Properties LLC,2017-03-16
3055 W 18th Ave,,280000,Denver,CO,80204,2,1,2,699,,Condo/Townhome/Row/H,TKH REALTY,2017-03-16
3065 E Mississippi Ave,,725000,Denver,CO,80210,3,2,1,2054,7760,Single Family Home,Re/Max Uptown Inc,2017-03-16
3066 W 27th Ave,,799900,Denver,CO,80211,5,4,2,3143,4709,Condo/Townhome/Row/H,Modus Real Estate,2017-03-16
3068 W 27th Ave,,810000,Denver,CO,80211,4,4,2,3311,4655,Condo/Townhome/Row/H,Kentwood City Properties,2017-03-16
3070 Leyden St,,480000,Denver,CO,80207,4,2,1,1870,6360,Single Family Home,LIV Sotheby's International Realty,2017-03-16
3085 W 53rd Ave,,450000,Denver,CO,80221,3,2,2,1952,10454,Single Family Home,MB COHN,2017-03-16
310 N Washington St,,679900,Denver,CO,80203,2,3,2,2670,3054,Condo/Townhome/Row/H,RE/MAX ALLIANCE,2017-03-16
3100 E 17th Ave,,1325000,Denver,CO,80206,3,4,2,2511,,Condo/Townhome/Row/H,LIV Sotheby's International Realty,2017-03-16
3100 E Cherry Creek South Dr,808,425000,Denver,CO,80209,2,2,1,1002,,Condo/Townhome/Row/H,KELLER WILLIAMS REALTY DOWNTWN,2017-03-16
3103 Tamarac St,,779900,Denver,CO,80238,5,4,2,4041,6027,Single Family Home,Coldwell Banker Residential Brokerage - Devonshire,2017-03-16
3110 Wyandot St,,400000,Denver,CO,80211,2,1,,932,1880,Single Family Home,Keller Williams Integrity Real Estate,2017-03-16
3115 Lowell Blvd,,879000,Denver,CO,80211,2,3,3,2281,4240,Single Family Home,Kentwood Real Estate at Cherry Creek,2017-03-16
3115 Umatilla St,,775000,Denver,CO,80211,2,1,3,1643,3490,Single Family Home,Avenue Realty & Mortgage,2017-03-16
3115 Umatilla St,,775000,Denver,CO,80211,,,,3490,,Land,Avenue Realty & Mortgage,2017-03-16
3121 W 17th Ave,,475000,Denver,CO,80204,3,2,3,1894,5850,Single Family Home,Your Castle Real Estate,2017-03-16
3144 Umatilla St,C,286000,Denver,CO,80211,1,1,,577,14810,Condo/Townhome/Row/H,Coldwell Banker Residential Brokerage - Boulder,2017-03-16
3146 W 20th Ave,,655000,Denver,CO,80211,3,3,2,1836,,Condo/Townhome/Row/H,NOSTALGIC HOMES,2017-03-16
3148 E Exposition Ave,,795000,Denver,CO,80209,4,3,2,2247,9280,Single Family Home,Perry & Co. - Cherry Creek North Office,2017-03-16
3156 N Marion St,,325000,Denver,CO,80205,2,1,1,748,1560,Single Family Home,RE/MAX Momentum,2017-03-16
3160 S Utica St,,285000,Denver,CO,80236,3,3,2,2266,6600,Single Family Home,MADISON AND COMPANY PROPERTIES,2017-03-16
3166 W 20th Ave,,625000,Denver,CO,80211,3,3,2,1836,,Condo/Townhome/Row/H,NOSTALGIC HOMES,2017-03-16
3170 N Vallejo St,,583700,Denver,CO,80211,2,3,2,1569,731,Condo/Townhome/Row/H,Spire Real Estate,2017-03-16
3172 W 40th Ave,,615000,Denver,CO,80211,4,2,1,1917,4690,Single Family Home,RE/MAX Alliance,2017-03-16
3198 Blake St,308,479000,Denver,CO,80205,1,2,1,1188,,Condo/Townhome/Row/H,LIV Sotheby's International Realty,2017-03-16
3198 Blake St,503,575000,Denver,CO,80205,2,2,1,1221,,Condo/Townhome/Row/H,LIV Sotheby's International Realty,2017-03-16
3200 S Utica St,,275000,Denver,CO,80236,4,2,2,2266,6740,Single Family Home,MADISON AND COMPANY PROPERTIES,2017-03-16
3204 Curtis St,,899000,Denver,CO,80205,3,3,2,3200,3890,Single Family Home,Cherry Creek Properties LLC,2017-03-16
321 Forest St,,1869000,Denver,CO,80220,4,7,3,6738,8120,Single Family Home,LIV Sotheby's International Realty,2017-03-16
3210 S Monroe St,,1588000,Denver,CO,80210,5,6,4,6160,22216,Single Family Home,Coldwell Banker Residential Brokerage - Devonshire,2017-03-16
3210 W Jewell Ave,,287000,Denver,CO,80219,3,1,3,1323,7860,Single Family Home,"""""BROKERS GUILD CHERRY CREEK LTD""""",2017-03-16
3214 W 31st Ave,,400000,Denver,CO,80211,2,2,,1022,,Condo/Townhome/Row/H,Coldwell Banker Residential Brokerage - Devonshire,2017-03-16
3218 Zuni St,,949900,Denver,CO,80211,3,4,2,2486,,Condo/Townhome/Row/H,Kentwood City Properties,2017-03-16
322 S Humboldt St,,1195000,Denver,CO,80209,4,3,2,2910,4760,Single Family Home,Home Advantage Real Estate,2017-03-16
3245 Forest St,,429900,Denver,CO,80207,5,2,5,2148,4370,Single Family Home,Homesmart Realty Group Of Colorado,2017-03-16
3246 N York St,,320000,Denver,CO,80205,,,,4190,,Land,TRELORA,2017-03-16
3251 Fulton St,,550000,Denver,CO,80238,4,4,2,2667,3150,Single Family Home,EDELWEISS REALTY CO.,2017-03-16
3253 Tennyson St,,610000,Denver,CO,80212,3,2,2,1884,4500,Single Family Home,RE/MAX Alliance - Olde Town,2017-03-16
3297 N Tennyson St,,799000,Denver,CO,80212,4,4,2,2996,3600,Condo/Townhome/Row/H,Distinctive Flats Llc,2017-03-16
3300 Arkins Ct,12,1102793,Denver,CO,80216,3,4,2,2131,,Condo/Townhome/Row/H,Kentwood City Properties,2017-03-16
3300 Arkins Ct,2,1264023,Denver,CO,80216,3,4,2,2318,,Condo/Townhome/Row/H,Kentwood City Properties,2017-03-16
3304 W Custer Pl,,290000,Denver,CO,80219,4,3,2,2823,6650,Single Family Home,Coldwell Banker Residential Brokerage - Denver Cen,2017-03-16
3307 S Monaco Pkwy,D,130000,Denver,CO,80222,1,1,1,784,,Condo/Townhome/Row/H,PorchLight Real Estate Group,2017-03-16
3309 W 24th Ave,,665000,Denver,CO,80211,4,4,2,2508,3303,Condo/Townhome/Row/H,Precision Homes Real Estate,2017-03-16
3324 Navajo St,,649000,Denver,CO,80211,3,3,2,1595,3010,Single Family Home,Action Properties Inc,2017-03-16
3325 N York St,,699000,Denver,CO,80205,5,3,5,2703,4690,Single Family Home,Private Label Realty,2017-03-16
3325 S Dexter St,,1249000,Denver,CO,80222,4,6,3,5985,9370,Single Family Home,Mb Homes Ready 4 You,2017-03-16
333 S Monroe St Ste 208,,950000,Denver,CO,80209,2,3,2,2127,,Condo/Townhome/Row/H,RE/MAX Professionals,2017-03-16
3339 Bryant St,,375000,Denver,CO,80211,,,,3120,,Land,TRELORA,2017-03-16
3345 W 33rd Ave,,660000,Denver,CO,80211,3,2,1,1975,3120,Single Family Home,ALARIS PROPERTIES LLC,2017-03-16
3354 W 18th Ave,,579000,Denver,CO,80204,3,4,2,1924,,Condo/Townhome/Row/H,Kentwood City Properties,2017-03-16
3356 W 18th Ave,,579000,Denver,CO,80204,3,4,2,1924,,Condo/Townhome/Row/H,Kentwood City Properties,2017-03-16
3358 W 18th Ave,,579000,Denver,CO,80204,3,4,2,1924,,Condo/Townhome/Row/H,Kentwood City Properties,2017-03-16
3360 W Hayward Pl,,1250000,Denver,CO,80211,4,4,5,2908,6300,Single Family Home,Cantafio & Fischer Realty,2017-03-16
3376 W 34th Ave,,520000,Denver,CO,80211,3,2,1,1736,4690,Single Family Home,Your Castle Real Estate,2017-03-16
339-A Galapago St,,275000,Denver,CO,80223,,,,3150,,Land,Brokers Guild Classic,2017-03-16
3400 Larimer St,104,719000,Denver,CO,80205,3,4,2,2191,1343,Condo/Townhome/Row/H,TRELORA,2017-03-16
3400 W 64th Ave,,459950,Denver,CO,80221,5,4,2,3128,11326,Single Family Home,RE/MAX Alliance,2017-03-16
3404 Newton St,,850000,Denver,CO,80211,4,5,2,3060,,Single Family Home,RE/MAX Alliance,2017-03-16
3406 Willow St,,750000,Denver,CO,80238,5,3,2,3474,4950,Single Family Home,Coldwell Banker Residential Brokerage - Boulder,2017-03-16
3407 Boston St,,1175000,Denver,CO,80238,5,6,3,5003,7150,Single Family Home,Bluebird Real Estate Group,2017-03-16
3411 Larimer St,,799999,Denver,CO,80205,2,2,2,825,3125,Single Family Home,HOME REAL ESTATE,2017-03-16
3418 N Lafayette St,,350000,Denver,CO,80205,2,1,6,819,4700,Single Family Home,Re/Max Structure,2017-03-16
3421 W Moncrieff Pl,,625000,Denver,CO,80211,3,2,2,1711,3120,Single Family Home,Coldwell Banker Residential Brokerage - North Metr,2017-03-16
3426 Federal Blvd,,599000,Denver,CO,80211,4,2,2,2602,6100,Single Family Home,RE/MAX of Boulder,2017-03-16
3427 Meade St,,349900,Denver,CO,80211,1,1,1,905,3060,Condo/Townhome/Row/H,RE/MAX of Boulder Annex,2017-03-16
3429 N Elizabeth St,,350000,Denver,CO,80205,,,,6140,,Land,RE/MAX Professionals,2017-03-16
3433 N Lafayette St,,199999,Denver,CO,80205,,,,2500,,Land,Ihomes Colorado,2017-03-16
3434 Yates St,,700000,Denver,CO,80212,4,3,2,3405,9450,Single Family Home,LIV Sotheby's International Realty,2017-03-16
3435 S Ash St,,509900,Denver,CO,80222,3,2,1,3076,7810,Single Family Home,Redfin,2017-03-16
3438 Wyandot St,,1550000,Denver,CO,80211,5,4,,4721,4690,Single Family Home,Kentwood Real Estate at Cherry Creek,2017-03-16
3439 N High St,,125000,Denver,CO,80205,,,,3250,,Land,RE/MAX Alliance,2017-03-16
3457 Ringsby Ct,314,265000,Denver,CO,80216,1,1,,662,142441,Condo/Townhome/Row/H,LIV Sotheby's International Realty,2017-03-16
346 Elm St,,2750000,Denver,CO,80220,5,5,2,5836,9370,Single Family Home,LIV Sotheby's International Realty,2017-03-16
3460 E 31st Ave,F,464000,Denver,CO,80205,2,3,2,1349,,Condo/Townhome/Row/H,Wild & Mild Homes LLC,2017-03-16
3465 S Poplar St,203,225000,Denver,CO,80224,2,2,1,1270,,Condo/Townhome/Row/H,LIV Sotheby's International Realty,2017-03-16
3470 Park Ave W,,200000,Denver,CO,80216,,,3,8000,43560,Land,Quest Realty,2017-03-16
3470 S Poplar St,308,250000,Denver,CO,80224,2,2,1,1500,,Condo/Townhome/Row/H,Mb The W Real Estate Group,2017-03-16
3473 S Glencoe St,,324900,Denver,CO,80222,3,1,1,1082,7260,Single Family Home,LIV Sotheby's International Realty,2017-03-16
3486 W Virginia Ave,,189900,Denver,CO,80219,4,1,3,1834,10890,Single Family Home,STERLING REAL ESTATE GROUP,2017-03-16
3490 E 31st Ave,Typee,464000,Denver,CO,80205,3,3,1,1365,,Condo/Townhome/Row/H,Wild & Mild Homes LLC,2017-03-16
3499 S Cherry St,,720000,Denver,CO,80222,6,7,2,5295,6625,Single Family Home,Cherry Creek Properties LLC,2017-03-16
35 4th Ave,Brownstone,600000,Denver,CO,80204,2,3,2,1683,,Condo/Townhome/Row/H,REAL ESTATE REVOLUTION,2017-03-16
350 S Clinton St,5C,214900,Denver,CO,80247,2,2,1,1380,,Condo/Townhome/Row/H,RE/MAX Masters Millennium,2017-03-16
350 S Clinton St,1C,185000,Denver,CO,80247,2,1,1,945,,Condo/Townhome/Row/H,MADISON AND COMPANY PROPERTIES,2017-03-16
3500 S King St Lot J,,39900,Denver,CO,80236,2,1,1,784,802,Single Family Home,LUCERO REAL ESTATE,2017-03-16
351 Fairfax St,,2500000,Denver,CO,80220,5,6,3,5900,9370,Single Family Home,The Iris Realty Group Inc,2017-03-16
3511 N Franklin St,,255000,Denver,CO,80205,,,,3200,,Land,Mable Sutton,2017-03-16
3520 E 31st Ave,,369000,Denver,CO,80205,2,2,1,999,,Condo/Townhome/Row/H,Wild & Mild Homes LLC,2017-03-16
3520 W Conejos Pl,,618120,Denver,CO,80204,,,,6120,,Land,LIVE Urban Real Estate,2017-03-16
3526 W Conejos Pl,,441370,Denver,CO,80204,,,,4370,,Land,LIVE Urban Real Estate,2017-03-16
3537 Tejon St,,1199000,Denver,CO,80211,3,4,2,4399,,Condo/Townhome/Row/H,Kentwood City Properties,2017-03-16
3570 Niagara St,,320000,Denver,CO,80207,4,2,,1782,7500,Single Family Home,Your Castle Real Estate,2017-03-16
3600 N York St,,225000,Denver,CO,80205,,,,6000,,Land,KELLER WILLIAMS AVENUES REALTY,2017-03-16
3609 Julian St,,599900,Denver,CO,80211,3,2,2,1672,3450,Single Family Home,Modus Real Estate,2017-03-16
3621 Zuni St,,395000,Denver,CO,80211,3,1,2,1323,3120,Single Family Home,Keller Williams Integrity Real Estate,2017-03-16
3634 Quivas St,,774900,Denver,CO,80211,3,3,2,2084,3120,Single Family Home,RE/MAX Professionals,2017-03-16
3657 N High St,,180000,Denver,CO,80205,,,,3125,,Land,Resident Realty South Metro,2017-03-16
3660 Eudora St,,297500,Denver,CO,80207,4,2,2,1359,6250,Single Family Home,Keller Williams Preferred Realty,2017-03-16
3660 Holly St,,350000,Denver,CO,80207,4,2,2,2138,6250,Single Family Home,PorchLight Real Estate Group,2017-03-16
3685 S Poplar St,,649000,Denver,CO,80237,5,4,2,4124,10890,Single Family Home,Cherry Point Properties,2017-03-16
3695 E Dartmouth Ave,,895000,Denver,CO,80210,2,3,2,4222,12632,Single Family Home,ATLAS REAL ESTATE GROUP,2017-03-16
37 S Monroe St,,860000,Denver,CO,80209,3,4,2,3877,,Condo/Townhome/Row/H,Keller Williams Integrity Real Estate,2017-03-16
37 S Oneida Ct,,878004,Denver,CO,80230,3,5,2,3763,3936,Single Family Home,RE/MAX OF CHERRY CREEK  INC.,2017-03-16
371 S Kearney St,,625000,Denver,CO,80224,4,4,2,2684,6250,Single Family Home,TRELORA,2017-03-16
3720 Newton St,,1199500,Denver,CO,80211,4,4,4,3487,6350,Single Family Home,Prestigio Real Estate And Appraisal,2017-03-16
3720 Newton St,,1199500,Denver,CO,80211,4,3.5,4,3487,6350,Single Family Home,Prestigio Real Estate And Appraisal,2017-03-16
3727 Delgany St,,3999999,Denver,CO,80216,,,8,2396,13504,Multi-Family,HOME REAL ESTATE,2017-03-16
373 Jackson St,,898000,Denver,CO,80206,3,4,2,3278,3150,Condo/Townhome/Row/H,LIV Sotheby's International Realty,2017-03-16
3732 N Downing St,,1350000,Denver,CO,80205,,,,9530,,Land,Private Label Realty,2017-03-16
3738 Zenobia St,,525000,Denver,CO,80212,3,2,3,1480,6250,Single Family Home,LIV Sotheby's International Realty,2017-03-16
3745 Perry St,,649000,Denver,CO,80212,3,3,3,2722,6370,Single Family Home,"""""BROKERS GUILD CHERRY CREEK LTD""""",2017-03-16
3770 E Dartmouth Ave,,839000,Denver,CO,80210,3,3,2,4251,16988,Single Family Home,Coldwell Banker Residential Brokerage - Southeast ,2017-03-16
3774 Yates St,,500000,Denver,CO,80212,3,2,2,1327,15682,Single Family Home,LIV Sotheby's International Realty,2017-03-16
3780 W Walsh Pl,,89000,Denver,CO,80219,,,,6250,,Land,RE/MAX SOUTHEAST INC.,2017-03-16
3783 E Cedar Ave,,579000,Denver,CO,80209,3,4,1,1937,1688,Condo/Townhome/Row/H,LIV Sotheby's International Realty,2017-03-16
3791 S Spruce St,,524900,Denver,CO,80237,4,3,2,2630,7000,Single Family Home,RE/MAX Masters Millennium,2017-03-16
38 N Harrison St,,799000,Denver,CO,80206,3,3,2,2396,,Condo/Townhome/Row/H,Community Choice Real Estate,2017-03-16
3802 S Rosemary Way,,630000,Denver,CO,80237,5,4,3,3057,8000,Single Family Home,Highgarden Real Estate Denver,2017-03-16
3815 S Knox Ct,,325000,Denver,CO,80236,4,2,4,2156,6403,Single Family Home,SHOWCASE PROPERTIES UNLIMITED,2017-03-16
3818 S King St,,285000,Denver,CO,80236,3,2,2,1400,6403,Single Family Home,8z Real Estate,2017-03-16
3820 Shoshone St,,884900,Denver,CO,80211,4,5,2,3235,5421,Single Family Home,Open Door Real Estate Inc,2017-03-16
3831 Jason St,,575000,Denver,CO,80211,2,1,,1726,6586,Single Family Home,RE/MAX Professionals,2017-03-16
3848 W 13th Ave,,449998,Denver,CO,80204,3,2,2,1705,5600,Single Family Home,KELLER WILLIAMS REALTY DOWNTWN,2017-03-16
3848 W 13th Ave,,449998,Denver,CO,80204,,,,5600,,Land,KELLER WILLIAMS REALTY DOWNTWN,2017-03-16
3848 Zenobia St,,515000,Denver,CO,80212,3,3,2,1510,4690,Single Family Home,Keller Williams Preferred Realty,2017-03-16
3848 Zenobia St,,515000,Denver,CO,80212,3,2.5,2,1510,4690,Single Family Home,Keller Williams Preferred Realty,2017-03-16
385 S Franklin St,,625000,Denver,CO,80209,2,1,2,959,4760,Single Family Home,TRELORA,2017-03-16
3855 E Cedar Ave,,674900,Denver,CO,80209,3,4,1,1730,,Condo/Townhome/Row/H,PorchLight Real Estate Group,2017-03-16
3860 Osceola St,,779000,Denver,CO,80212,4,4,2,2376,4750,Single Family Home,LIV Sotheby's International Realty,2017-03-16
